#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Psychic World (USA, Europe);Psychic World (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Putt & Putter (USA, Europe);Putt & Putter (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Quest for the Shaven Yak Starring Ren Hoek & Stimpy (USA, Europe);Quest for the Shaven Yak Starring Ren Hoek & Stimpy (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
R.B.I. Baseball '94 (USA);R.B.I. Baseball '94 (USA);Sega Gamegear;;;;;;;;;;;;;;
R.C. Grand Prix (USA, Europe);R.C. Grand Prix (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Revenge of Drancon (USA);Revenge of Drancon (USA);Sega Gamegear;;;;;;;;;;;;;;
Riddick Bowe Boxing (USA);Riddick Bowe Boxing (USA);Sega Gamegear;;;;;;;;;;;;;;
Rise of the Robots (USA, Europe);Rise of the Robots (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Ristar - The Shooting Star (World);Ristar - The Shooting Star (World);Sega Gamegear;;;;;;;;;;;;;;
Road Rash (USA);Road Rash (USA);Sega Gamegear;;;;;;;;;;;;;;
RoboCop 3 (USA, Europe);RoboCop 3 (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
RoboCop versus The Terminator (USA, Europe);RoboCop versus The Terminator (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
S.S. Lucifer - Man Overboard! (Europe);S.S. Lucifer - Man Overboard! (Europe);Sega Gamegear;;;;;;;;;;;;;;
Samurai Shodown (USA);Samurai Shodown (USA);Sega Gamegear;;;;;;;;;;;;;;
Sega Game Pack 4 in 1 (Europe);Sega Game Pack 4 in 1 (Europe);Sega Gamegear;;;;;;;;;;;;;;
Sensible Soccer - European Champions (Europe);Sensible Soccer - European Champions (Europe);Sega Gamegear;;;;;;;;;;;;;;
Shaq Fu (USA, Europe);Shaq Fu (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Shining Force II - The Sword of Hajya (USA, Europe);Shining Force II - The Sword of Hajya (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Side Pocket (USA);Side Pocket (USA);Sega Gamegear;;;;;;;;;;;;;;
Simpsons, The - Bart vs. The Space Mutants (USA, Europe);Simpsons, The - Bart vs. The Space Mutants (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Simpsons, The - Bart vs. The World (USA, Europe);Simpsons, The - Bart vs. The World (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Slider (USA, Europe);Slider (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Smurfs, The (Europe);Smurfs, The (Europe);Sega Gamegear;;;;;;;;;;;;;;
Solitaire Funpak (USA);Solitaire Funpak (USA);Sega Gamegear;;;;;;;;;;;;;;
Solitaire Poker (USA, Europe);Solitaire Poker (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sonic Blast (World);Sonic Blast (World);Sega Gamegear;;;;;;;;;;;;;;
Sonic Chaos (USA, Europe);Sonic Chaos (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sonic Labyrinth (World);Sonic Labyrinth (World);Sega Gamegear;;;;;;;;;;;;;;
Sonic Spinball (USA, Europe);Sonic Spinball (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sonic The Hedgehog (World);Sonic The Hedgehog (World);Sega Gamegear;;;;;;;;;;;;;;
Sonic The Hedgehog - Triple Trouble (USA, Europe);Sonic The Hedgehog - Triple Trouble (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sonic The Hedgehog 2 (World);Sonic The Hedgehog 2 (World);Sega Gamegear;;;;;;;;;;;;;;
Space Harrier (World);Space Harrier (World);Sega Gamegear;;;;;;;;;;;;;;
Spider-Man - Return of the Sinister Six (USA, Europe);Spider-Man - Return of the Sinister Six (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Spider-Man and the X-Men in Arcade's Revenge (USA);Spider-Man and the X-Men in Arcade's Revenge (USA);Sega Gamegear;;;;;;;;;;;;;;
Spider-Man vs. The Kingpin (USA, Europe);Spider-Man vs. The Kingpin (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sports Illustrated Championship Football & Baseball (USA, Europe);Sports Illustrated Championship Football & Baseball (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Sports Trivia (USA);Sports Trivia (USA);Sega Gamegear;;;;;;;;;;;;;;
Sports Trivia - Championship Edition (USA, Europe);Sports Trivia - Championship Edition (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Star Trek - The Next Generation - The Advanced Holodeck Tutorial (USA);Star Trek - The Next Generation - The Advanced Holodeck Tutorial (USA);Sega Gamegear;;;;;;;;;;;;;;
Star Trek Generations - Beyond the Nexus (USA, Europe);Star Trek Generations - Beyond the Nexus (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Star Wars (USA);Star Wars (USA);Sega Gamegear;;;;;;;;;;;;;;
Stargate (World);Stargate (World);Sega Gamegear;;;;;;;;;;;;;;
Streets of Rage (World);Streets of Rage (World);Sega Gamegear;;;;;;;;;;;;;;
Streets of Rage II (World);Streets of Rage II (World);Sega Gamegear;;;;;;;;;;;;;;
Super Battletank (USA);Super Battletank (USA);Sega Gamegear;;;;;;;;;;;;;;
Super Columns (USA, Europe);Super Columns (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Super Monaco GP (USA, Europe);Super Monaco GP (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Super Off Road (USA, Europe);Super Off Road (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Super Return of the Jedi (USA, Europe);Super Return of the Jedi (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Super Smash T.V. (World);Super Smash T.V. (World);Sega Gamegear;;;;;;;;;;;;;;
Super Space Invaders (USA, Europe);Super Space Invaders (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Superman - The Man of Steel (Europe);Superman - The Man of Steel (Europe);Sega Gamegear;;;;;;;;;;;;;;
Surf Ninjas (USA);Surf Ninjas (USA);Sega Gamegear;;;;;;;;;;;;;;
T2 - The Arcade Game (USA, Europe);T2 - The Arcade Game (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Tails Adventures (World);Tails Adventures (World);Sega Gamegear;;;;;;;;;;;;;;
Tale Spin (USA, Europe);Tale Spin (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Taz in Escape from Mars (USA, Europe);Taz in Escape from Mars (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Taz-Mania - The Search for the Lost Seabirds (USA, Europe);Taz-Mania - The Search for the Lost Seabirds (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Tempo Jr. (World);Tempo Jr. (World);Sega Gamegear;;;;;;;;;;;;;;
Tengen World Cup Soccer (USA, Europe);Tengen World Cup Soccer (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Terminator 2 - Judgment Day (USA, Europe);Terminator 2 - Judgment Day (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Terminator, The (USA, Europe);Terminator, The (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Tesserae (USA, Europe);Tesserae (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Tom and Jerry - The Movie (USA);Tom and Jerry - The Movie (USA);Sega Gamegear;;;;;;;;;;;;;;
True Lies (World);True Lies (World);Sega Gamegear;;;;;;;;;;;;;;
Ultimate Soccer (Japan, Europe);Ultimate Soccer (Japan, Europe);Sega Gamegear;;;;;;;;;;;;;;
Urban Strike (USA, Europe);Urban Strike (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
VR Troopers (USA, Europe);VR Troopers (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Vampire - Master of Darkness (USA);Vampire - Master of Darkness (USA);Sega Gamegear;;;;;;;;;;;;;;
Virtua Fighter Animation (USA, Europe);Virtua Fighter Animation (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
WWF Raw (USA, Europe);WWF Raw (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
WWF Wrestlemania Steel Cage Challenge (USA);WWF Wrestlemania Steel Cage Challenge (USA);Sega Gamegear;;;;;;;;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);Sega Gamegear;;;;;;;;;;;;;;
Wimbledon (World);Wimbledon (World);Sega Gamegear;;;;;;;;;;;;;;
Winter Olympics - Lillehammer '94 (USA, Europe);Winter Olympics - Lillehammer '94 (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
Wizard Pinball (Europe);Wizard Pinball (Europe);Sega Gamegear;;;;;;;;;;;;;;
Wolfchild (Europe);Wolfchild (Europe);Sega Gamegear;;;;;;;;;;;;;;
Wonder Boy - The Dragon's Trap (Europe);Wonder Boy - The Dragon's Trap (Europe);Sega Gamegear;;;;;;;;;;;;;;
Woody Pop (USA, Europe);Woody Pop (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
World Class Leader Board (USA, Europe);World Class Leader Board (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
World Cup USA 94 (USA, Europe);World Cup USA 94 (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
World Series Baseball '95 (USA);World Series Baseball '95 (USA);Sega Gamegear;;;;;;;;;;;;;;
World Series Baseball (USA);World Series Baseball (USA);Sega Gamegear;;;;;;;;;;;;;;
X-Men (USA);X-Men (USA);Sega Gamegear;;;;;;;;;;;;;;
X-Men - Gamemaster's Legacy (USA, Europe);X-Men - Gamemaster's Legacy (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
X-Men - Mojo World (USA, Europe);X-Men - Mojo World (USA, Europe);Sega Gamegear;;;;;;;;;;;;;;
